onset	duration	run_number	trial_number	task_condition	fix_direction
13533.80623	14.3000003	1	1	1	1
13548.10623	14.3000026	1	2	1	2
13562.40623	14.300003	1	3	1	3
13576.70623	14.3000015	1	4	1	4
13591.00623	14.300001	1	5	1	5
13605.30623	14.3000016	1	6	1	6
13619.60624	14.3000039	1	7	1	7
13633.90624	14.3000038	1	8	1	8
13648.20624	14.3000025	1	9	1	9
